  8.6500000e-003  8.6500000e-003  4.4000000e-003  5.1019400e-004  6.9800000e-003  1.6800000e-003  5.4000000e-003  5.2000000e-003  4.4724500e-004  8.6500000e-003  4.4000000e-003
  3.9600000e-003  3.9600000e-003  3.7400000e-003  2.2000000e-003  5.3400000e-003  5.1000000e-003  2.6800000e-003  6.2300000e-003  7.3700000e-003  3.9600000e-003  3.7400000e-003
  4.4900000e-003  4.4900000e-003  9.6300000e-003  1.3600000e-003  8.5673500e-004  2.6600000e-003  8.8400000e-003  4.3500000e-003  5.3883900e-004  4.4900000e-003  9.6300000e-003
  7.7000000e-003  7.7000000e-003  5.4200000e-003  2.6200000e-003  3.8300000e-003  1.7200000e-003  3.5100000e-003  3.1900000e-003  7.1600000e-003  7.7000000e-003  5.4200000e-003
  4.3100000e-003  4.3100000e-003  5.0500000e-003  2.5300000e-003  4.2500000e-003  4.3500000e-003  2.6700000e-003  1.2100000e-003  3.8300000e-003  4.3100000e-003  5.0500000e-003
  1.1300000e-003  1.1300000e-003  1.0000000e-003  9.7400000e-003  1.6800000e-003  3.5378600e-004  4.2000000e-003  6.6500000e-003  1.9977200e-004  1.1300000e-003  1.0000000e-003
  1.2100000e-003  1.2100000e-003  6.0800000e-003  2.8582600e-004  8.4800000e-003  5.1400000e-003  9.7600000e-003  2.7500000e-003  5.5900000e-003  1.2100000e-003  6.0800000e-003
  3.8918500e-005  3.8901500e-005  5.7160700e-004  6.0900000e-003  3.8400000e-003  7.4000000e-003  2.4000000e-003  7.5700000e-003  7.5600000e-003  3.8765800e-005  5.7147100e-004
  2.1900000e-003  2.1900000e-003  7.5600000e-003  7.1519500e-004  9.6457900e-004  4.0400000e-003  8.9100000e-003  8.5100000e-003  7.8300000e-003  2.1900000e-003  7.5600000e-003
  6.6100000e-003  6.6100000e-003  8.8500000e-003  5.6392100e-004  1.3400000e-003  1.9900000e-003  1.9400000e-003  9.8300000e-003  1.5500000e-003  6.6100000e-003  8.8500000e-003
  3.1900000e-003  3.1800000e-003  3.9000000e-003  1.8600000e-003  3.2400000e-003  4.5600000e-003  4.2900000e-003  9.9400000e-003  6.7600000e-003  3.1800000e-003  3.9000000e-003
  5.9693000e-005  5.9669800e-005  6.9300000e-003  7.9500000e-003  4.4800000e-003  4.1100000e-003  9.9000000e-003  7.3200000e-003  8.1600000e-003  5.9484400e-005  6.9300000e-003
  8.0700000e-003  8.0700000e-003  5.1342300e-004  4.3900000e-003  6.7000000e-003  6.4300000e-003  9.7000000e-003  9.6300000e-003  2.4200000e-003  8.0700000e-003  5.1322300e-004
  4.8400000e-003  4.8400000e-003  2.5300000e-003  2.5800000e-003  9.2700000e-003  8.7100000e-003  7.6400000e-003  9.3000000e-003  6.9100000e-003  4.8400000e-003  2.5300000e-003
  7.4400000e-003  7.4400000e-003  6.2500000e-003  7.9200000e-003  3.9508400e-004  2.3400000e-003  2.1800000e-003  7.9595800e-004  9.7900000e-003  7.4300000e-003  6.2500000e-003
  2.2288000e-004  2.2284900e-004  4.3600000e-003  7.8200000e-003  3.8700000e-003  7.1700000e-003  4.0000000e-003  7.0500000e-003  5.8800000e-003  2.2259600e-004  4.3600000e-003
  5.9400000e-003  5.9400000e-003  9.6100000e-003  4.1000000e-003  4.6300000e-003  1.0200000e-003  2.4483100e-004  1.7700000e-003  3.6100000e-003  5.9400000e-003  9.6100000e-003
  3.7500000e-003  3.7500000e-003  8.9793500e-004  9.5100000e-003  8.0600000e-003  4.3100000e-003  4.5294100e-004  3.6800000e-003  4.9400000e-003  3.7500000e-003  8.9764100e-004
  3.8200000e-003  3.8200000e-003  4.8700000e-003  6.5447800e-004  8.6800000e-003  5.7400000e-003  3.7400000e-003  5.7600000e-003  8.2400000e-003  3.8200000e-003  4.8700000e-003
  1.2800000e-003  1.2800000e-003  7.4000000e-003  5.5000000e-003  8.4600000e-003  4.8400000e-003  8.6500000e-003  9.0400000e-003  8.8700000e-003  1.2800000e-003  7.4000000e-003
  1.2768800e-004  1.2764200e-004  2.7800000e-003  5.8900000e-003  7.8900000e-003  4.8600000e-003  3.3300000e-003  7.5100000e-003  6.0600000e-003  1.2727200e-004  2.7800000e-003
  8.6500000e-003  8.6500000e-003  2.7700000e-003  5.1000000e-003  1.2700000e-003  6.1500000e-003  4.3700000e-003  4.8800000e-003  8.5700000e-003  8.6500000e-003  2.7700000e-003
  4.2900000e-003  4.2900000e-003  9.5700000e-003  1.0000000e-002  8.4900000e-003  2.9700000e-003  6.2800000e-003  8.6500000e-003  6.8100000e-003  4.2900000e-003  9.5700000e-003
  4.9000000e-003  4.9000000e-003  1.1400000e-003  7.7600000e-003  2.2300000e-003  8.7500000e-003  8.7200000e-003  3.6500000e-003  8.0800000e-003  4.9000000e-003  1.1400000e-003
  9.6700000e-003  9.6700000e-003  9.7797000e-004  5.3100000e-003  5.5100000e-003  7.4300000e-003  1.9900000e-003  4.6300000e-003  3.2997100e-004  9.6700000e-003  9.7747000e-004
  6.2600000e-003  6.2600000e-003  4.5600000e-003  8.4800000e-003  3.5400000e-003  4.7400000e-003  4.5600000e-003  1.7600000e-003  7.3500000e-003  6.2600000e-003  4.5600000e-003
  6.5700000e-003  6.5700000e-003  5.9400000e-003  4.4000000e-003  6.0100000e-003  6.6600000e-003  6.0400000e-003  3.6200000e-003  1.0800000e-003  6.5700000e-003  5.9400000e-003
  3.2609500e-004  3.2601700e-004  6.8400000e-003  3.1600000e-003  2.7700000e-003  7.3700000e-003  2.1100000e-003  7.1100000e-003  9.6200000e-003  3.2539100e-004  6.8400000e-003
  7.7500000e-003  7.7500000e-003  2.9800000e-003  1.1200000e-003  6.0000000e-003  8.1500000e-003  1.3800000e-003  7.7400000e-003  2.9300000e-003  7.7500000e-003  2.9800000e-003
  9.9000000e-003  9.9000000e-003  3.4800000e-003  7.2600000e-003  3.8800000e-003  8.8500000e-003  2.7700000e-003  9.4200000e-003  8.3700000e-003  9.9000000e-003  3.4800000e-003
  1.6400000e-003  1.6400000e-003  8.6600000e-003  2.2000000e-003  4.5200000e-003  2.0100000e-003  6.2933300e-004  2.5000000e-003  9.5900000e-003  1.6400000e-003  8.6600000e-003
  4.5000000e-003  4.5000000e-003  3.7200000e-003  9.3800000e-003  5.5300000e-003  2.2400000e-003  7.3100000e-003  4.9100000e-003  7.4779300e-004  4.5000000e-003  3.7200000e-003
  8.7200000e-003  8.7200000e-003  8.5900000e-003  1.3500000e-003  4.7100000e-003  5.5500000e-003  7.0400000e-003  4.0400000e-003  6.8500000e-003  8.7200000e-003  8.5900000e-003
  6.6700000e-003  6.6700000e-003  6.8600000e-003  7.8200000e-003  7.3300000e-003  2.9800000e-003  6.0400000e-003  9.7400000e-003  8.3600000e-003  6.6700000e-003  6.8600000e-003
  8.6800000e-003  8.6800000e-003  8.3600000e-003  6.6800000e-003  6.7400000e-003  5.0200000e-003  9.5500000e-003  2.3900000e-003  9.2000000e-003  8.6800000e-003  8.3600000e-003
  2.4800000e-003  2.4800000e-003  6.8200000e-003  2.9800000e-003  4.9200000e-003  8.5000000e-003  9.5700000e-003  3.0700000e-003  7.5000000e-003  2.4800000e-003  6.8200000e-003
  2.6800000e-003  2.6800000e-003  6.5200000e-003  8.7300800e-004  5.4500000e-003  7.9700000e-003  5.1800000e-003  2.3100000e-003  9.8500000e-003  2.6700000e-003  6.5200000e-003
  3.3600000e-003  3.3600000e-003  2.2400000e-003  3.4038400e-004  5.3600000e-003  4.7800000e-003  8.3400000e-003  9.7100000e-003  7.4000000e-003  3.3600000e-003  2.2400000e-003
  5.1300000e-003  5.1300000e-003  8.1500000e-003  7.1719400e-004  6.3600000e-003  7.8678300e-004  9.6600000e-003  5.6700000e-003  2.1919400e-004  5.1300000e-003  8.1500000e-003
  3.4300000e-003  3.4300000e-003  1.2090200e-004  6.7300000e-003  9.1500000e-003  2.0600000e-003  3.9646000e-004  3.9800000e-003  2.2500000e-003  3.4300000e-003  1.1939600e-004
  3.5500000e-003  3.5500000e-003  1.4100000e-003  6.1800000e-003  7.5600000e-003  8.5200000e-003  3.3200000e-003  9.4400000e-003  2.5100000e-003  3.5400000e-003  1.4100000e-003
  1.5700000e-003  1.5700000e-003  2.2800000e-003  4.5700000e-003  7.8200000e-003  5.8700000e-003  3.7900000e-003  5.1600000e-003  3.8700000e-003  1.5700000e-003  2.2800000e-003
  5.1400000e-003  5.1400000e-003  5.3400000e-003  6.0000000e-003  1.9100000e-003  1.7800000e-003  3.2000000e-003  8.9000000e-003  3.3400000e-003  5.1400000e-003  5.3400000e-003
